Time Window Start,Sell Orders,Sell USDT,Sell BTC,Buy Orders,Buy USDT,Buy BTC
2024-11-16 20:19:30.863,0,0.0,0.0,0,0.0,0.0
2024-11-16 20:19:31.865,5,2044.9948800000002,0.02238,3,262.24914870000003,0.00287
2024-11-16 20:19:32.872,3,1029.80752,0.01127,2,36.550404,0.0004
2024-11-16 20:19:33.880,2,959.448,0.010499999999999999,2,215.64738359999996,0.00236
2024-11-16 20:19:34.888,3,224.78495999999998,0.00246,2,143.46033569999997,0.00157
