time,open,high,low,close,unknown1,unknown2,unknown3,unknown4
2024-11-15 11:39:00,3104.03,3104.71,3102.31,3103.18,121.654568,377564.90080145,377564.90080145,1
2024-11-15 11:40:00,3103.18,3103.2,3100.75,3102.53,52.031246,161423.18273786,161423.18273786,1
2024-11-15 11:41:00,3102.61,3102.65,3100.33,3102.0,31.352529,97249.23449522,97249.23449522,1
2024-11-15 11:42:00,3102.01,3102.41,3100.33,3101.19,4.496396,13946.01359715,13946.01359715,1
2024-11-15 11:43:00,3101.1,3101.49,3098.24,3099.83,84.385729,261556.63124029,261556.63124029,1
2024-11-15 11:44:00,3099.76,3099.97,3098.25,3099.22,10.604856,32865.91531202,32865.91531202,1
2024-11-15 11:45:00,3099.4,3101.0,3098.52,3101.0,67.264526,208550.31697905,208550.31697905,1
2024-11-15 11:46:00,3100.99,3103.27,3099.49,3099.67,67.056926,207971.22874131,207971.22874131,1
2024-11-15 11:47:00,3099.65,3099.67,3096.01,3096.78,40.258604,124729.65261914,124729.65261914,1
2024-11-15 11:48:00,3096.79,3097.24,3096.36,3096.36,11.08526,34329.92208095,34329.92208095,1
2024-11-15 11:49:00,3096.37,3097.07,3095.31,3096.28,45.629206,141279.58764507,141279.58764507,1
2024-11-15 11:50:00,3096.33,3100.79,3096.33,3099.53,98.776788,306011.18118721,306011.18118721,1
2024-11-15 11:51:00,3099.45,3100.18,3097.62,3099.18,97.836457,303170.99221849,303170.99221849,1
2024-11-15 11:52:00,3098.42,3099.99,3098.42,3099.17,27.806444,86173.92195849,86173.92195849,1
2024-11-15 11:53:00,3099.07,3102.11,3099.07,3101.85,43.520216,134956.2243956,134956.2243956,1
2024-11-15 11:54:00,3101.92,3102.19,3099.41,3099.77,27.934487,86594.72437245,86594.72437245,1
2024-11-15 11:55:00,3099.77,3102.1,3099.64,3101.97,46.294619,143557.37570161,143557.37570161,1
2024-11-15 11:56:00,3102.24,3104.1,3101.55,3102.31,109.125963,338625.65090513,338625.65090513,1
2024-11-15 11:57:00,3102.01,3104.99,3101.8,3104.45,38.554775,119685.76922086,119685.76922086,1
2024-11-15 11:58:00,3104.78,3105.8,3102.39,3104.99,239.923368,744738.69642364,744738.69642364,1
2024-11-15 11:59:00,3105.18,3106.0,3104.02,3104.25,123.871047,384607.67522608,384607.67522608,1
2024-11-15 12:00:00,3104.26,3104.92,3100.5,3101.52,274.459999,851851.70580003,851851.70580003,1
2024-11-15 12:01:00,3101.59,3101.83,3095.03,3095.03,96.739242,299723.22984657,299723.22984657,1
2024-11-15 12:02:00,3095.02,3103.99,3094.78,3103.98,92.54457,286650.26482027,286650.26482027,1
2024-11-15 12:03:00,3103.98,3104.16,3100.79,3102.86,136.438869,423276.72858045,423276.72858045,1
2024-11-15 12:04:00,3103.01,3103.01,3098.9,3099.16,118.579591,367629.10900861,367629.10900861,1
2024-11-15 12:05:00,3098.93,3106.85,3098.27,3106.74,128.681861,399465.35154561,399465.35154561,1
2024-11-15 12:06:00,3106.42,3110.0,3105.91,3107.99,142.367565,442564.54847662,442564.54847662,1
2024-11-15 12:07:00,3107.98,3109.36,3105.02,3106.0,102.625778,318837.29359191,318837.29359191,1
2024-11-15 12:08:00,3106.16,3108.16,3105.4,3108.15,167.502258,520387.52648709,520387.52648709,1
2024-11-15 12:09:00,3108.15,3108.15,3105.42,3106.07,72.96651,226645.5400883,226645.5400883,1
2024-11-15 12:10:00,3106.08,3116.0,3104.62,3114.6,688.753696,2142758.82982238,2142758.82982238,1
2024-11-15 12:11:00,3114.6,3118.27,3114.19,3118.27,210.043431,654658.13377561,654658.13377561,1
2024-11-15 12:12:00,3118.28,3126.2,3118.0,3125.42,432.100474,1348843.85882987,1348843.85882987,1
2024-11-15 12:13:00,3125.42,3130.1,3124.26,3129.99,308.200571,963818.55407582,963818.55407582,1
2024-11-15 12:14:00,3129.44,3131.59,3127.67,3128.51,400.313301,1253066.97824002,1253066.97824002,1
2024-11-15 12:15:00,3128.39,3129.58,3119.88,3120.42,267.231964,834883.81525565,834883.81525565,1
2024-11-15 12:16:00,3120.73,3123.45,3116.03,3116.25,228.305045,712253.59667456,712253.59667456,1
2024-11-15 12:17:00,3116.25,3117.58,3113.5,3114.25,232.470058,724312.21961113,724312.21961113,1
2024-11-15 12:18:00,3114.33,3117.58,3112.25,3116.39,222.435029,692967.7250078,692967.7250078,1
2024-11-15 12:19:00,3116.4,3118.03,3113.34,3113.59,161.346407,502763.70253279,502763.70253279,1
2024-11-15 12:20:00,3114.33,3114.67,3110.6,3112.25,185.356133,576818.16370119,576818.16370119,1
2024-11-15 12:21:00,3112.39,3114.68,3109.2,3109.22,76.723418,238814.28492189,238814.28492189,1
2024-11-15 12:22:00,3109.2,3110.77,3106.75,3109.88,144.921771,450542.98235091,450542.98235091,1
2024-11-15 12:23:00,3109.88,3110.42,3104.6,3105.4,206.228665,640835.28789213,640835.28789213,1
2024-11-15 12:24:00,3105.4,3107.02,3100.47,3103.85,398.495813,1236417.62309577,1236417.62309577,1
2024-11-15 12:25:00,3103.41,3106.17,3102.0,3105.25,99.84346,309944.32541633,309944.32541633,1
2024-11-15 12:26:00,3105.18,3108.0,3103.65,3105.14,96.097291,298417.41817005,298417.41817005,1
2024-11-15 12:27:00,3105.33,3106.02,3102.33,3104.6,53.536368,166190.75363171,166190.75363171,1
2024-11-15 12:28:00,3104.6,3106.14,3104.0,3104.0,27.607321,85713.97817681,85713.97817681,1
2024-11-15 12:29:00,3104.0,3106.88,3102.86,3105.41,289.388077,898326.46784884,898326.46784884,1
2024-11-15 12:30:00,3105.41,3106.11,3101.33,3103.78,83.773204,259985.91653022,259985.91653022,1
2024-11-15 12:31:00,3103.86,3104.55,3096.82,3097.04,313.247231,971165.58102115,971165.58102115,1
2024-11-15 12:32:00,3097.1,3098.08,3094.6,3096.63,121.960889,377599.45978394,377599.45978394,1
2024-11-15 12:33:00,3096.62,3099.79,3095.32,3095.33,112.599051,348784.9662267,348784.9662267,1
2024-11-15 12:34:00,3095.73,3096.89,3092.43,3096.19,230.277748,712523.37428878,712523.37428878,1
2024-11-15 12:35:00,3096.12,3098.62,3092.91,3093.18,224.167617,694056.38454479,694056.38454479,1
2024-11-15 12:36:00,3093.56,3094.08,3086.42,3088.11,315.828047,975569.84803759,975569.84803759,1
2024-11-15 12:37:00,3088.11,3096.25,3088.11,3094.19,358.379194,1108763.74214158,1108763.74214158,1
2024-11-15 12:38:00,3094.59,3097.35,3093.16,3094.69,213.750409,661943.38454202,661943.38454202,1
2024-11-15 12:39:00,3095.01,3096.25,3093.02,3094.95,80.43561,248922.52615753,248922.52615753,1
2024-11-15 12:40:00,3094.96,3095.61,3090.18,3091.79,238.851756,738668.45466495,738668.45466495,1
2024-11-15 12:41:00,3091.98,3092.03,3089.09,3089.55,107.214124,331311.29762948,331311.29762948,1
2024-11-15 12:42:00,3089.7,3092.18,3088.69,3088.96,48.901761,151140.09943113,151140.09943113,1
2024-11-15 12:43:00,3089.16,3094.26,3089.15,3092.41,284.495217,879772.80095319,879772.80095319,1
2024-11-15 12:44:00,3092.41,3094.65,3092.23,3093.79,76.264082,235917.95380171,235917.95380171,1
2024-11-15 12:45:00,3093.79,3095.68,3091.77,3095.68,134.04568,414615.62140242,414615.62140242,1
2024-11-15 12:46:00,3095.8,3096.74,3095.2,3095.79,67.518312,209019.97420685,209019.97420685,1
2024-11-15 12:47:00,3095.42,3097.03,3092.84,3094.82,69.129173,213917.60091864,213917.60091864,1
2024-11-15 12:48:00,3094.8,3099.49,3094.09,3098.82,62.674155,194068.45039621,194068.45039621,1
2024-11-15 12:49:00,3098.37,3101.75,3098.37,3101.75,102.431614,317567.80335308,317567.80335308,1
2024-11-15 12:50:00,3101.79,3103.56,3101.07,3103.01,48.226676,149611.61113472,149611.61113472,1
2024-11-15 12:51:00,3102.93,3106.24,3102.93,3104.87,155.09669,481540.93406826,481540.93406826,1
2024-11-15 12:52:00,3104.99,3105.39,3103.36,3103.57,57.429629,178257.88189161,178257.88189161,1
2024-11-15 12:53:00,3103.78,3103.98,3100.78,3100.78,27.54334,85443.03146673,85443.03146673,1
2024-11-15 12:54:00,3100.9,3104.84,3100.9,3103.32,87.105553,270323.11789458,270323.11789458,1
2024-11-15 12:55:00,3103.26,3103.26,3098.11,3099.05,24.383145,75589.14040592,75589.14040592,1
2024-11-15 12:56:00,3099.17,3103.36,3098.81,3101.9,81.490767,252700.14452839,252700.14452839,1
2024-11-15 12:57:00,3101.87,3104.01,3101.22,3104.01,62.996611,195451.75203866,195451.75203866,1
2024-11-15 12:58:00,3103.86,3104.32,3102.08,3102.24,45.275587,140507.33188459,140507.33188459,1
2024-11-15 12:59:00,3102.41,3105.21,3102.16,3103.64,21.559995,66923.08446814,66923.08446814,1
2024-11-15 13:00:00,3103.64,3107.44,3100.48,3101.06,108.265733,336058.26823054,336058.26823054,1
2024-11-15 13:01:00,3101.2,3105.13,3101.2,3104.9,70.21418,217879.92422433,217879.92422433,1
2024-11-15 13:02:00,3104.91,3106.39,3103.07,3103.69,32.404541,100609.4874688,100609.4874688,1
2024-11-15 13:03:00,3103.24,3103.54,3096.4,3097.04,79.967551,247882.67462054,247882.67462054,1
2024-11-15 13:04:00,3097.19,3103.37,3095.14,3103.11,95.137907,294941.24375455,294941.24375455,1
2024-11-15 13:05:00,3103.12,3105.19,3101.25,3101.38,44.659127,138607.02156031,138607.02156031,1
2024-11-15 13:06:00,3101.39,3104.17,3100.91,3104.17,17.707202,54944.36727203,54944.36727203,1
2024-11-15 13:07:00,3104.0,3108.2,3103.18,3108.19,41.800168,129828.42125398,129828.42125398,1
2024-11-15 13:08:00,3108.2,3112.95,3108.2,3111.22,129.659042,403389.40038593,403389.40038593,1
2024-11-15 13:09:00,3111.38,3111.77,3108.01,3108.6,171.883394,534430.22408391,534430.22408391,1
2024-11-15 13:10:00,3108.77,3114.5,3108.67,3114.28,183.708073,571568.12656971,571568.12656971,1
2024-11-15 13:11:00,3114.27,3114.27,3109.69,3110.37,57.155806,177863.76022556,177863.76022556,1
2024-11-15 13:12:00,3110.21,3110.37,3108.51,3108.51,65.914976,204935.93056576,204935.93056576,1
2024-11-15 13:13:00,3108.51,3110.4,3108.21,3110.4,104.745854,325637.6914232,325637.6914232,1
2024-11-15 13:14:00,3110.23,3110.4,3107.24,3107.24,32.031798,99584.67358171,99584.67358171,1
2024-11-15 13:15:00,3107.24,3107.68,3105.24,3106.24,90.820312,282108.96992346,282108.96992346,1
2024-11-15 13:16:00,3106.21,3107.2,3104.62,3107.0,106.478323,330730.85766397,330730.85766397,1
2024-11-15 13:17:00,3106.89,3108.5,3106.47,3107.79,57.408036,178398.95069273,178398.95069273,1
2024-11-15 13:18:00,3107.53,3109.63,3107.34,3109.28,40.209583,124985.94658875,124985.94658875,1
2024-11-15 13:19:00,3108.98,3109.76,3101.49,3102.18,104.035084,322948.76310474,322948.76310474,1
2024-11-15 13:20:00,3102.41,3107.8,3101.8,3106.49,105.386336,327316.01992482,327316.01992482,1
2024-11-15 13:21:00,3106.57,3107.79,3104.44,3105.96,17.133737,53209.8433809,53209.8433809,1
2024-11-15 13:22:00,3105.49,3106.41,3102.46,3102.57,52.338516,162422.55094061,162422.55094061,1
2024-11-15 13:23:00,3102.5,3102.5,3098.35,3098.35,170.427587,528394.91553916,528394.91553916,1
2024-11-15 13:24:00,3098.34,3099.6,3096.24,3096.41,51.30754,158903.55860252,158903.55860252,1
2024-11-15 13:25:00,3096.56,3097.6,3093.4,3097.5,94.864607,293630.25420466,293630.25420466,1
2024-11-15 13:26:00,3097.4,3097.52,3095.12,3095.62,47.653653,147572.93542677,147572.93542677,1
2024-11-15 13:27:00,3095.61,3098.0,3095.18,3096.03,101.222142,313474.8677066,313474.8677066,1
2024-11-15 13:28:00,3096.15,3097.65,3092.89,3097.65,471.132406,1458241.35814312,1458241.35814312,1
2024-11-15 13:29:00,3097.56,3097.56,3095.37,3096.0,101.781866,315160.6478409,315160.6478409,1
2024-11-15 13:30:00,3096.0,3103.13,3094.34,3101.49,493.198962,1527533.54248801,1527533.54248801,1
2024-11-15 13:31:00,3101.55,3103.2,3098.03,3100.75,34.42333,106753.28555933,106753.28555933,1
2024-11-15 13:32:00,3100.59,3101.54,3098.03,3101.22,37.448709,116103.14646985,116103.14646985,1
2024-11-15 13:33:00,3101.06,3102.29,3099.09,3100.02,13.151165,40786.25141532,40786.25141532,1
2024-11-15 13:34:00,3100.32,3100.89,3097.59,3097.82,31.418169,97350.22527768,97350.22527768,1
2024-11-15 13:35:00,3097.85,3098.43,3094.0,3094.01,58.38468,180743.45534959,180743.45534959,1
2024-11-15 13:36:00,3094.0,3094.64,3080.0,3084.59,433.542965,1337366.60611728,1337366.60611728,1
2024-11-15 13:37:00,3084.59,3088.79,3083.17,3086.66,212.892019,656939.09102028,656939.09102028,1
2024-11-15 13:38:00,3086.8,3088.75,3085.07,3085.99,236.345708,729543.51360822,729543.51360822,1
2024-11-15 13:39:00,3086.39,3088.19,3081.94,3082.98,161.398426,498131.62941039,498131.62941039,1
2024-11-15 13:40:00,3083.04,3085.6,3082.5,3084.54,69.416686,214097.19626867,214097.19626867,1
2024-11-15 13:41:00,3084.61,3090.0,3084.11,3089.59,173.626011,536173.907416,536173.907416,1
2024-11-15 13:42:00,3089.58,3092.3,3088.22,3092.3,72.318246,223502.64672514,223502.64672514,1
2024-11-15 13:43:00,3092.31,3097.16,3092.31,3096.61,92.186204,285383.61454339,285383.61454339,1
2024-11-15 13:44:00,3096.61,3098.07,3095.12,3097.7,79.334697,245671.40278165,245671.40278165,1
2024-11-15 13:45:00,3097.7,3100.78,3097.01,3097.33,101.93714,315873.22723718,315873.22723718,1
2024-11-15 13:46:00,3097.64,3103.54,3097.41,3103.54,95.556977,296241.34317962,296241.34317962,1
2024-11-15 13:47:00,3103.56,3105.0,3101.84,3103.07,68.837681,213655.31442234,213655.31442234,1
2024-11-15 13:48:00,3103.38,3103.38,3097.96,3100.22,78.471589,243248.07567284,243248.07567284,1
2024-11-15 13:49:00,3100.26,3103.44,3099.82,3103.05,54.992248,170552.97048276,170552.97048276,1
2024-11-15 13:50:00,3102.96,3102.96,3099.19,3102.9,56.643063,175664.47905549,175664.47905549,1
2024-11-15 13:51:00,3102.98,3105.26,3100.01,3101.77,48.394271,150164.81284715,150164.81284715,1
2024-11-15 13:52:00,3101.19,3103.56,3100.19,3103.56,56.629884,175626.09917631,175626.09917631,1
2024-11-15 13:53:00,3103.36,3108.0,3102.89,3107.68,183.936513,571216.11362841,571216.11362841,1
2024-11-15 13:54:00,3107.61,3108.45,3104.11,3105.25,49.749492,154544.61086403,154544.61086403,1
2024-11-15 13:55:00,3105.23,3105.7,3095.38,3098.58,115.710746,358703.99796709,358703.99796709,1
2024-11-15 13:56:00,3098.38,3102.76,3098.38,3101.19,162.239963,503079.92314635,503079.92314635,1
2024-11-15 13:57:00,3101.65,3101.99,3099.39,3101.81,89.583079,277755.71961258,277755.71961258,1
2024-11-15 13:58:00,3102.0,3103.09,3099.69,3102.81,29.536605,91624.14031223,91624.14031223,1
2024-11-15 13:59:00,3102.9,3103.19,3101.03,3102.46,56.103315,174038.98430867,174038.98430867,1
2024-11-15 14:00:00,3102.47,3103.34,3101.07,3102.76,18.725723,58093.615593,58093.615593,1
2024-11-15 14:01:00,3102.65,3106.61,3100.39,3105.87,93.071686,288826.93767259,288826.93767259,1
2024-11-15 14:02:00,3105.61,3106.95,3102.66,3103.84,87.813757,272647.89875117,272647.89875117,1
2024-11-15 14:03:00,3103.69,3104.49,3102.59,3102.59,14.32773,44464.3276154,44464.3276154,1
2024-11-15 14:04:00,3102.32,3103.44,3098.23,3102.87,78.78527,244259.35221035,244259.35221035,1
2024-11-15 14:05:00,3102.76,3105.89,3096.11,3096.11,134.250328,416524.35796086,416524.35796086,1
2024-11-15 14:06:00,3096.12,3097.82,3088.63,3088.63,149.678903,463078.60177766,463078.60177766,1
2024-11-15 14:07:00,3088.64,3090.79,3084.32,3086.22,313.557036,967521.9554435,967521.9554435,1
2024-11-15 14:08:00,3086.23,3094.58,3086.23,3092.8,146.805651,453671.34067481,453671.34067481,1
2024-11-15 14:09:00,3092.86,3095.21,3091.4,3091.77,58.947991,182389.62182195,182389.62182195,1
2024-11-15 14:10:00,3091.76,3091.78,3085.25,3088.66,271.401498,837922.16925981,837922.16925981,1
2024-11-15 14:11:00,3088.68,3089.0,3086.41,3088.07,115.247624,355827.60218383,355827.60218383,1
2024-11-15 14:12:00,3087.76,3088.38,3085.73,3086.99,79.286409,244775.0043851,244775.0043851,1
2024-11-15 14:13:00,3087.13,3089.3,3085.5,3087.68,88.320549,272626.84180741,272626.84180741,1
2024-11-15 14:14:00,3087.99,3090.53,3087.32,3088.82,103.624075,320074.29294257,320074.29294257,1
2024-11-15 14:15:00,3088.83,3091.72,3086.21,3090.03,57.320682,177042.53747485,177042.53747485,1
2024-11-15 14:16:00,3089.33,3091.31,3086.83,3087.89,46.641756,144064.25995539,144064.25995539,1
2024-11-15 14:17:00,3088.0,3089.8,3078.1,3080.14,235.9615,727067.35881143,727067.35881143,1
2024-11-15 14:18:00,3080.13,3082.0,3075.76,3080.3,291.000056,895766.8895999,895766.8895999,1
2024-11-15 14:19:00,3080.24,3081.4,3078.67,3080.47,58.543204,180320.84446338,180320.84446338,1
2024-11-15 14:20:00,3080.6,3080.6,3076.13,3076.81,98.948342,304592.94607609,304592.94607609,1
2024-11-15 14:21:00,3076.95,3077.33,3072.76,3077.19,112.74685,346728.30566106,346728.30566106,1
2024-11-15 14:22:00,3077.18,3078.59,3074.69,3075.45,101.731006,312951.02174579,312951.02174579,1
2024-11-15 14:23:00,3075.29,3075.8,3068.41,3073.97,276.549439,849457.21239053,849457.21239053,1
2024-11-15 14:24:00,3074.09,3074.99,3065.79,3068.51,654.057198,2006844.31943659,2006844.31943659,1
2024-11-15 14:25:00,3068.38,3073.6,3066.83,3071.01,315.693193,969141.67258205,969141.67258205,1
2024-11-15 14:26:00,3071.2,3073.12,3068.8,3070.99,170.373177,523136.79700173,523136.79700173,1
2024-11-15 14:27:00,3070.99,3072.93,3069.61,3071.59,203.904093,626247.82079939,626247.82079939,1
2024-11-15 14:28:00,3071.59,3072.54,3068.04,3068.57,187.960589,577151.36636355,577151.36636355,1
2024-11-15 14:29:00,3068.03,3069.12,3063.97,3068.98,280.949559,861352.15075173,861352.15075173,1
2024-11-15 14:30:00,3068.68,3070.66,3065.21,3065.57,180.807679,554664.70044997,554664.70044997,1
2024-11-15 14:31:00,3066.15,3073.27,3065.22,3069.44,207.517456,636898.82580416,636898.82580416,1
2024-11-15 14:32:00,3069.8,3070.2,3066.51,3068.83,201.756655,619066.46871895,619066.46871895,1
2024-11-15 14:33:00,3068.42,3068.59,3061.21,3061.22,325.354203,996850.82144619,996850.82144619,1
2024-11-15 14:34:00,3061.21,3065.15,3054.13,3055.48,510.69988,1561727.15559741,1561727.15559741,1
2024-11-15 14:35:00,3055.54,3058.28,3050.21,3055.15,731.338998,2233517.41454566,2233517.41454566,1
2024-11-15 14:36:00,3055.07,3057.33,3049.41,3051.23,315.180207,962308.50885879,962308.50885879,1
2024-11-15 14:37:00,3051.08,3056.4,3048.05,3049.21,453.771637,1384627.83222069,1384627.83222069,1
2024-11-15 14:38:00,3049.24,3052.04,3046.32,3049.15,178.000902,542814.21053165,542814.21053165,1
2024-11-15 14:39:00,3049.21,3050.06,3043.76,3043.76,265.610653,809079.4262513,809079.4262513,1
2024-11-15 14:40:00,3043.91,3054.65,3043.01,3053.98,242.248055,738106.15742755,738106.15742755,1
2024-11-15 14:41:00,3053.93,3059.77,3051.69,3054.61,271.783697,830393.73958091,830393.73958091,1
2024-11-15 14:42:00,3054.61,3063.55,3054.44,3059.64,151.816379,464650.60818625,464650.60818625,1
2024-11-15 14:43:00,3059.56,3062.31,3056.74,3060.25,211.04498,645631.38933753,645631.38933753,1
2024-11-15 14:44:00,3060.12,3065.13,3059.5,3064.69,127.644962,390881.09303928,390881.09303928,1
2024-11-15 14:45:00,3064.69,3068.24,3060.95,3061.99,133.357505,408662.24230836,408662.24230836,1
2024-11-15 14:46:00,3061.81,3069.9,3059.67,3068.6,318.325429,975978.61649421,975978.61649421,1
2024-11-15 14:47:00,3068.81,3076.0,3065.06,3075.74,279.855584,859393.89386615,859393.89386615,1
2024-11-15 14:48:00,3075.62,3084.52,3074.15,3079.88,410.151287,1263308.29456482,1263308.29456482,1
2024-11-15 14:49:00,3079.97,3086.17,3078.41,3080.66,101.21912,312041.65699227,312041.65699227,1
2024-11-15 14:50:00,3080.43,3081.48,3072.59,3073.82,259.638989,799154.71093488,799154.71093488,1
2024-11-15 14:51:00,3073.33,3075.84,3069.36,3075.84,201.030604,617697.28374341,617697.28374341,1
2024-11-15 14:52:00,3075.99,3077.32,3069.07,3071.09,149.366418,459065.59752744,459065.59752744,1
2024-11-15 14:53:00,3070.91,3073.58,3069.14,3072.97,101.255333,311046.83642573,311046.83642573,1
2024-11-15 14:54:00,3073.12,3073.98,3061.59,3062.38,155.690015,477524.35631809,477524.35631809,1
2024-11-15 14:55:00,3062.49,3064.19,3057.23,3058.81,159.900158,489286.6217306,489286.6217306,1
2024-11-15 14:56:00,3058.65,3062.72,3056.87,3060.54,116.016686,354879.84363154,354879.84363154,1
2024-11-15 14:57:00,3060.54,3065.45,3059.6,3061.98,80.114893,245352.89421567,245352.89421567,1
2024-11-15 14:58:00,3062.31,3063.0,3055.0,3055.35,98.450111,301055.2295532,301055.2295532,1
2024-11-15 14:59:00,3055.93,3059.81,3052.22,3059.19,254.628922,778005.78365522,778005.78365522,1
2024-11-15 15:00:00,3059.02,3060.45,3049.2,3050.62,238.558439,728293.66638561,728293.66638561,1
2024-11-15 15:01:00,3050.62,3052.38,3045.23,3045.23,214.930007,655120.53692675,655120.53692675,1
2024-11-15 15:02:00,3045.14,3055.34,3045.14,3053.51,114.796212,350305.84362398,350305.84362398,1
2024-11-15 15:03:00,3053.44,3056.26,3050.32,3056.1,152.873433,466785.42120693,466785.42120693,1
2024-11-15 15:04:00,3056.1,3061.05,3055.0,3055.0,164.653603,503639.27476367,503639.27476367,1
2024-11-15 15:05:00,3055.01,3057.19,3052.66,3055.66,101.603916,310443.80617363,310443.80617363,1
2024-11-15 15:06:00,3055.98,3056.65,3047.62,3047.97,168.38532,513727.05777446,513727.05777446,1
2024-11-15 15:07:00,3048.02,3049.28,3041.4,3043.48,486.57271,1481144.22082183,1481144.22082183,1
2024-11-15 15:08:00,3043.47,3049.54,3042.4,3042.79,133.00896,405215.89824236,405215.89824236,1
2024-11-15 15:09:00,3042.79,3043.44,3038.51,3039.35,252.908757,768934.78659343,768934.78659343,1
2024-11-15 15:10:00,3039.42,3041.44,3034.74,3035.45,167.949291,510260.06988093,510260.06988093,1
2024-11-15 15:11:00,3035.77,3048.14,3035.77,3045.76,205.902841,626562.41580108,626562.41580108,1
2024-11-15 15:12:00,3045.72,3045.72,3039.22,3041.2,57.410452,174628.24741045,174628.24741045,1
2024-11-15 15:13:00,3041.32,3042.35,3035.31,3035.31,108.577931,329909.26899031,329909.26899031,1
2024-11-15 15:14:00,3035.31,3041.96,3035.06,3041.79,208.890222,634340.21027528,634340.21027528,1
2024-11-15 15:15:00,3041.82,3045.73,3039.16,3040.71,110.137614,335095.11574835,335095.11574835,1
2024-11-15 15:16:00,3040.27,3040.27,3032.54,3036.01,183.134929,555784.693046,555784.693046,1
2024-11-15 15:17:00,3035.86,3039.47,3032.84,3035.6,182.677916,554423.88389002,554423.88389002,1
2024-11-15 15:18:00,3035.6,3036.46,3031.0,3033.01,130.214289,394956.25934249,394956.25934249,1
2024-11-15 15:19:00,3033.02,3039.32,3033.02,3035.71,112.579318,341818.12621502,341818.12621502,1
2024-11-15 15:20:00,3035.46,3036.79,3030.26,3031.82,251.114464,761863.86441882,761863.86441882,1
2024-11-15 15:21:00,3032.0,3032.69,3028.01,3028.99,179.915662,545179.15924304,545179.15924304,1
2024-11-15 15:22:00,3028.61,3029.64,3024.13,3025.2,267.456591,809411.20108184,809411.20108184,1
2024-11-15 15:23:00,3025.22,3031.76,3024.83,3030.06,245.34848,743201.79279204,743201.79279204,1
2024-11-15 15:24:00,3030.02,3030.44,3027.24,3027.62,83.524086,252980.70437666,252980.70437666,1
2024-11-15 15:25:00,3027.61,3032.52,3025.0,3032.01,214.262241,648907.3002968,648907.3002968,1
2024-11-15 15:26:00,3032.01,3032.04,3025.56,3029.94,244.852406,741684.15493442,741684.15493442,1
2024-11-15 15:27:00,3029.82,3040.71,3029.82,3036.21,307.867198,934877.79039656,934877.79039656,1
2024-11-15 15:28:00,3036.09,3040.0,3034.33,3037.78,185.002351,561959.6690197,561959.6690197,1
