time,open,high,low,close,volumn,close_time,transaction_volume,transaction_number,active_buying_volume,active_buying_transaction_volume,ignore
2024-11-07 02:01:00,75393.92,75407.12,75330.46,75343.99,22.62849,1730944919999,1705688.2212649,3938,11.64688,878051.7889262,0
2024-11-07 02:02:00,75344.0,75393.93,75314.92,75366.86,21.8886,1730944979999,1649395.6211292,8718,14.32337,1079290.2214315,0
2024-11-07 02:03:00,75366.87,75369.92,75258.33,75261.98,29.40428,1730945039999,2214582.4183028,5550,7.89971,594654.4181035,0
2024-11-07 02:04:00,75261.99,75380.0,75261.98,75363.63,18.6235,1730945099999,1403006.8732101,5638,10.16627,765721.0148464,0
2024-11-07 02:05:00,75363.64,75404.0,75327.15,75332.72,17.7019,1730945159999,1334009.341272,6108,7.50073,565262.2532139,0
2024-11-07 02:06:00,75332.72,75420.0,75332.72,75397.54,21.58724,1730945219999,1627242.8404426,5212,12.11095,912855.8180166,0
2024-11-07 02:07:00,75397.54,75420.0,75360.0,75389.31,15.12087,1730945279999,1139995.9076699,5167,8.19998,618187.0167337,0
2024-11-07 02:08:00,75389.32,75438.0,75389.31,75437.99,29.35956,1730945339999,2214279.0648982,2099,25.22845,1902703.4475765,0
2024-11-07 02:09:00,75437.99,75458.0,75360.0,75360.01,30.66829,1730945399999,2313349.8846336,4150,10.00629,754837.2280128,0
2024-11-07 02:10:00,75360.01,75360.01,75320.01,75352.0,17.28705,1730945459999,1302443.2938404,3771,10.90074,821278.5133042,0
2024-11-07 02:11:00,75352.0,75374.0,75306.79,75306.81,22.47567,1730945519999,1693458.0365524,4188,9.60191,723441.7399802,0
2024-11-07 02:12:00,75306.81,75306.81,75264.21,75264.21,12.62631,1730945579999,950589.6294677,3573,3.49631,263202.7501893,0
2024-11-07 02:13:00,75264.22,75286.17,75264.21,75284.12,12.31477,1730945639999,927039.8018668,2221,7.89821,594544.8395207,0
2024-11-07 02:14:00,75284.11,75322.93,75280.24,75280.25,23.57958,1730945699999,1775553.294827,3527,12.16106,915666.4896212,0
2024-11-07 02:15:00,75280.26,75344.0,75266.0,75341.99,85.9534,1730945759999,6473674.3586252,5335,74.86167,5638344.6452831,0
