time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-16 04:39:45,91223.34,91223.34,91223.34,91223.34,0.0015,1731731985999,136.83501,2,0.0,0.0,0
2024-11-16 04:39:44,91218.61,91223.35,91218.58,91223.35,0.17696,1731731984999,16142.073643,246,0.1686,15379.4861014,0
2024-11-16 04:39:43,91218.62,91218.62,91218.62,91218.62,0.06532,1731731983999,5958.4002584,2,0.06532,5958.4002584,0
2024-11-16 04:39:42,91231.6,91231.6,91218.61,91218.62,0.32897,1731731982999,30010.7946893,397,0.00124,113.1110888,0
2024-11-16 04:39:41,91231.6,91231.6,91231.6,91231.6,0.00327,1731731981999,298.327332,2,0.0,0.0,0
2024-11-16 04:39:40,91231.61,91231.61,91231.6,91231.61,0.00256,1731731980999,233.5529189,3,0.00229,208.9203869,0
2024-11-16 04:39:39,91231.61,91231.61,91231.6,91231.61,0.02749,1731731979999,2507.9569433,5,0.02593,2365.6356473,0
2024-11-16 04:39:38,91231.61,91231.61,91231.6,91231.6,0.03346,1731731978999,3052.6095879,4,0.02519,2298.1242559,0
2024-11-16 04:39:37,91231.61,91231.61,91231.6,91231.61,0.00647,1731731977999,590.2684562,3,0.00042,38.3172762,0
2024-11-16 04:39:36,91231.61,91231.61,91231.6,91231.6,0.02545,1731731976999,2321.8444718,2,0.02518,2297.2119398,0
2024-11-16 04:39:35,91231.6,91231.6,91231.6,91231.6,0.08707,1731731975999,7943.535412,4,0.0,0.0,0
2024-11-16 04:39:34,91231.6,91231.6,91231.6,91231.6,0.01374,1731731974999,1253.522184,2,0.0,0.0,0
2024-11-16 04:39:33,91231.6,91231.6,91231.6,91231.6,0.0,1731731973999,0.0,0,0.0,0.0,0
2024-11-16 04:39:32,91231.61,91231.61,91231.6,91231.6,0.00367,1731731972999,334.8200054,3,0.00334,304.7135774,0
2024-11-16 04:39:31,91231.61,91231.61,91231.6,91231.61,0.06957,1731731971999,6346.9830943,4,0.06823,6224.7327503,0
2024-11-16 04:39:30,91231.6,91231.61,91231.6,91231.61,0.00137,1731731970999,124.987303,2,0.0011,100.354771,0
2024-11-16 04:39:29,91231.61,91231.61,91231.61,91231.61,0.00443,1731731969999,404.1560323,2,0.00443,404.1560323,0
2024-11-16 04:39:28,91231.61,91231.61,91231.6,91231.61,0.08049,1731731968999,7343.2315862,13,0.01022,932.3870542,0
2024-11-16 04:39:27,91231.6,91231.6,91231.6,91231.6,0.00086,1731731967999,78.459176,1,0.0,0.0,0
2024-11-16 04:39:26,91231.61,91231.61,91231.61,91231.61,0.00372,1731731966999,339.3815892,1,0.00372,339.3815892,0
2024-11-16 04:39:25,91231.6,91231.6,91231.6,91231.6,0.00294,1731731965999,268.220904,1,0.0,0.0,0
2024-11-16 04:39:24,91231.61,91231.61,91231.6,91231.6,0.11979,1731731964999,10928.6344601,7,0.10961,9999.8967721,0
2024-11-16 04:39:23,91231.61,91231.61,91231.6,91231.61,0.13976,1731731963999,12750.5284922,9,0.00762,695.1848682,0
2024-11-16 04:39:22,91231.6,91231.6,91231.6,91231.6,0.0119,1731731962999,1085.65604,2,0.0,0.0,0
2024-11-16 04:39:21,91231.6,91231.6,91231.6,91231.6,0.02129,1731731961999,1942.320764,2,0.0,0.0,0
2024-11-16 04:39:20,91231.61,91231.61,91231.6,91231.6,0.00187,1731731960999,170.603104,3,0.0012,109.477932,0
2024-11-16 04:39:19,91231.6,91231.6,91231.6,91231.6,0.20616,1731731959999,18808.306656,4,0.0,0.0,0
2024-11-16 04:39:18,91235.98,91235.98,91231.6,91231.6,0.4001,1731731958999,36503.3439763,153,0.0,0.0,0
2024-11-16 04:39:17,91235.98,91235.99,91235.98,91235.99,0.00311,1731731957999,283.7439008,9,0.0003,27.370797,0
2024-11-16 04:39:16,91235.98,91235.99,91235.98,91235.98,0.10503,1731731956999,9582.5150239,6,0.00445,406.0001555,0
2024-11-16 04:39:15,91235.98,91235.99,91235.98,91235.99,0.00466,1731731955999,425.1596803,9,0.00135,123.1685865,0
2024-11-16 04:39:14,91235.98,91235.98,91235.98,91235.98,0.00366,1731731954999,333.9236868,2,0.0,0.0,0
2024-11-16 04:39:13,91235.98,91235.99,91235.98,91235.99,0.0318,1731731953999,2901.304166,25,0.0002,18.247198,0
2024-11-16 04:39:12,91217.2,91235.99,91217.2,91235.99,0.66044,1731731952999,60249.4979925,637,0.65572,59818.9005389,0
2024-11-16 04:39:11,91209.16,91217.2,91209.16,91217.2,3.01106,1731731951999,274638.4932273,224,3.00624,274198.8650761,0
2024-11-16 04:39:10,91209.17,91209.17,91209.16,91209.16,0.00898,1731731950999,819.0582952,3,0.00384,350.2432128,0
2024-11-16 04:39:09,91209.16,91209.16,91209.16,91209.16,0.00414,1731731949999,377.6059224,2,0.0,0.0,0
2024-11-16 04:39:08,91209.17,91209.17,91209.16,91209.16,0.00179,1731731948999,163.2644108,2,0.00144,131.3412048,0
2024-11-16 04:39:07,91209.16,91209.16,91209.16,91209.16,0.0,1731731947999,0.0,0,0.0,0.0,0
2024-11-16 04:39:06,91209.16,91209.16,91209.16,91209.16,0.00106,1731731946999,96.6817096,3,0.0,0.0,0
2024-11-16 04:39:05,91212.12,91212.12,91209.16,91209.16,0.1161,1731731945999,10589.7079674,143,0.0,0.0,0
2024-11-16 04:39:04,91224.0,91224.0,91212.12,91212.12,0.47786,1731731944999,43589.6162094,351,0.0,0.0,0
2024-11-16 04:39:03,91224.0,91224.0,91224.0,91224.0,0.00366,1731731943999,333.87984,4,0.0,0.0,0
2024-11-16 04:39:02,91224.0,91224.0,91224.0,91224.0,0.00475,1731731942999,433.314,6,0.0,0.0,0
2024-11-16 04:39:01,91224.01,91224.01,91224.0,91224.0,0.40664,1731731941999,37095.328074,13,0.0714,6513.394314,0
2024-11-16 04:39:00,91224.0,91224.01,91224.0,91224.01,0.00934,1731731940999,852.0321925,6,0.00325,296.4780325,0
2024-11-16 04:38:59,91224.01,91224.01,91224.01,91224.01,0.0,1731731939999,0.0,0,0.0,0.0,0
2024-11-16 04:38:58,91232.0,91232.0,91224.01,91224.01,0.03223,1731731938999,2940.2909693,203,0.00041,37.4018441,0
2024-11-16 04:38:57,91237.53,91237.53,91232.0,91232.0,0.44383,1731731937999,40493.5854522,264,0.0,0.0,0
2024-11-16 04:38:56,91237.53,91237.54,91237.53,91237.54,0.01421,1731731936999,1296.4853222,9,0.00209,190.6864586,0
2024-11-16 04:38:55,91241.56,91241.57,91237.53,91237.53,0.43433,1731731935999,39628.8930167,276,0.3299,30100.593943,0
2024-11-16 04:38:54,91241.56,91241.57,91241.56,91241.56,0.13748,1731731934999,12543.8896955,17,0.00267,243.6149919,0
2024-11-16 04:38:53,91242.42,91242.42,91241.56,91241.56,0.42156,1731731933999,38464.1543203,34,0.0,0.0,0
2024-11-16 04:38:52,91242.42,91242.42,91242.42,91242.42,0.03977,1731731932999,3628.7110434,4,0.0,0.0,0
2024-11-16 04:38:51,91242.42,91242.43,91242.42,91242.43,0.00311,1731731931999,283.7639502,2,0.0024,218.981832,0
2024-11-16 04:38:50,91242.42,91242.43,91242.42,91242.42,0.1467,1731731930999,13385.2644488,5,0.14348,13091.4638564,0
2024-11-16 04:38:49,91242.42,91242.42,91242.42,91242.42,0.01644,1731731929999,1500.0253848,2,0.0,0.0,0
2024-11-16 04:38:48,91242.42,91242.42,91242.42,91242.42,0.0,1731731928999,0.0,0,0.0,0.0,0
2024-11-16 04:38:47,91242.42,91242.42,91242.42,91242.42,0.00618,1731731927999,563.8781556,4,0.0,0.0,0
2024-11-16 04:38:46,91242.42,91242.43,91242.42,91242.42,0.01124,1731731926999,1025.564866,7,0.00652,594.9006436,0
2024-11-16 04:38:45,91242.42,91242.43,91242.42,91242.43,0.75598,1731731925999,68977.444716,20,0.00444,405.1163892,0
2024-11-16 04:38:44,91242.42,91242.43,91242.42,91242.43,0.17033,1731731924999,15541.3219102,8,0.05116,4667.9627188,0
2024-11-16 04:38:43,91242.42,91242.43,91242.42,91242.43,0.15152,1731731923999,13825.0525881,3,0.11097,10125.1724571,0
2024-11-16 04:38:42,91242.43,91242.43,91242.42,91242.43,0.01067,1731731922999,973.5566486,4,0.00272,248.1794096,0
2024-11-16 04:38:41,91242.43,91242.43,91242.42,91242.43,0.08357,1731731921999,7625.1290408,8,0.00014,12.7739402,0
2024-11-16 04:38:40,91242.43,91242.43,91242.43,91242.43,0.01095,1731731920999,999.1046085,1,0.01095,999.1046085,0
2024-11-16 04:38:39,91242.42,91242.43,91242.42,91242.43,0.09493,1731731919999,8661.6429382,8,0.00076,69.3442468,0
2024-11-16 04:38:38,91242.43,91242.43,91242.43,91242.43,0.00106,1731731918999,96.7169758,1,0.00106,96.7169758,0
2024-11-16 04:38:37,91242.42,91242.43,91242.42,91242.43,0.00541,1731731917999,493.6215251,5,0.00329,300.1875947,0
2024-11-16 04:38:36,91242.42,91242.42,91242.42,91242.42,0.04038,1731731916999,3684.3689196,1,0.0,0.0,0
2024-11-16 04:38:35,91242.42,91242.42,91242.42,91242.42,0.00228,1731731915999,208.0327176,1,0.0,0.0,0
2024-11-16 04:38:34,91242.42,91242.42,91242.42,91242.42,0.00016,1731731914999,14.5987872,1,0.0,0.0,0
2024-11-16 04:38:33,91242.42,91242.43,91242.42,91242.42,0.13307,1731731913999,12141.6301362,6,0.13068,11923.5607524,0
2024-11-16 04:38:32,91242.43,91242.43,91242.42,91242.42,0.04502,1731731912999,4107.7337765,4,0.00281,256.3912283,0
2024-11-16 04:38:31,91242.42,91242.43,91242.42,91242.43,0.02465,1731731911999,2249.1256603,3,0.00073,66.6069739,0
2024-11-16 04:38:30,91249.24,91249.24,91242.42,91242.42,0.03633,1731731910999,3315.0535269,104,0.00269,245.4604556,0
2024-11-16 04:38:29,91249.24,91249.24,91249.23,91249.24,0.11345,1731731909999,10352.2251715,6,0.0028,255.497872,0
2024-11-16 04:38:28,91249.23,91249.24,91249.23,91249.23,0.01359,1731731908999,1240.0770475,3,0.00118,107.6741032,0
2024-11-16 04:38:27,91249.24,91249.24,91249.24,91249.24,0.00025,1731731907999,22.81231,1,0.00025,22.81231,0
2024-11-16 04:38:26,91249.24,91249.24,91249.23,91249.23,0.00521,1731731906999,475.408493,3,0.00047,42.8871428,0
2024-11-16 04:38:25,91249.24,91249.24,91249.24,91249.24,0.00428,1731731905999,390.5467472,5,0.00428,390.5467472,0
2024-11-16 04:38:24,91249.23,91249.23,91249.23,91249.23,0.10613,1731731904999,9684.2807799,2,0.0,0.0,0
2024-11-16 04:38:23,91249.23,91249.24,91249.23,91249.24,0.00203,1731731903999,185.2359491,4,0.00122,111.3240728,0
2024-11-16 04:38:22,91249.24,91249.24,91249.23,91249.23,0.15321,1731731902999,13980.294531,8,0.00027,24.6372948,0
2024-11-16 04:38:21,91242.43,91249.24,91242.42,91249.24,0.48136,1731731901999,43920.6510262,121,0.47836,43646.923181,0
2024-11-16 04:38:20,91242.42,91242.42,91242.42,91242.42,0.00351,1731731900999,320.2608942,1,0.0,0.0,0
2024-11-16 04:38:19,91242.43,91242.43,91242.42,91242.42,0.02361,1731731899999,2154.2337717,3,0.02355,2148.7592265,0
2024-11-16 04:38:18,91242.43,91242.43,91242.43,91242.43,0.03557,1731731898999,3245.4932351,2,0.03557,3245.4932351,0
2024-11-16 04:38:17,91242.43,91242.43,91242.42,91242.42,0.00124,1731731897999,113.1406125,3,0.00117,106.7536431,0
2024-11-16 04:38:16,91242.42,91242.43,91242.42,91242.43,0.00135,1731731896999,123.1772747,2,0.00077,70.2566711,0
2024-11-16 04:38:15,91242.43,91242.43,91242.42,91242.42,0.00054,1731731895999,49.2709077,2,9e-05,8.2118187,0
2024-11-16 04:38:14,91245.5,91245.5,91242.42,91242.42,0.46148,1731731894999,42107.8388281,189,0.0,0.0,0
2024-11-16 04:38:13,91245.5,91245.51,91245.5,91245.5,0.01734,1731731893999,1582.196982,28,0.0012,109.494612,0
2024-11-16 04:38:12,91250.84,91250.84,91245.5,91245.5,0.31122,1731731892999,28398.4388743,93,0.0,0.0,0
2024-11-16 04:38:11,91250.85,91250.85,91250.85,91250.85,0.0027,1731731891999,246.377295,1,0.0027,246.377295,0
2024-11-16 04:38:10,91250.84,91250.84,91250.84,91250.84,0.00185,1731731890999,168.814054,3,0.0,0.0,0
2024-11-16 04:38:09,91250.85,91250.85,91250.85,91250.85,0.00324,1731731889999,295.652754,2,0.00324,295.652754,0
2024-11-16 04:38:08,91250.84,91250.85,91250.84,91250.85,0.13373,1731731888999,12202.9761671,5,0.13339,12171.9508815,0
2024-11-16 04:38:07,91255.87,91255.87,91250.84,91250.84,0.1019,1731731887999,9298.793335,149,0.00247,225.4017919,0
2024-11-16 04:38:06,91260.3,91260.3,91255.86,91255.86,0.2084,1731731886999,19018.1425118,249,0.00016,14.6009392,0
2024-11-16 04:38:05,91260.3,91260.3,91260.3,91260.3,0.04288,1731731885999,3913.241664,1,0.0,0.0,0
2024-11-16 04:38:04,91260.31,91260.31,91260.3,91260.31,0.00986,1731731884999,899.8265829,4,0.00249,227.2381719,0
2024-11-16 04:38:03,91264.12,91264.12,91260.31,91260.31,0.41284,1731731883999,37677.2288578,199,0.00522,476.3980968,0
2024-11-16 04:38:02,91264.11,91264.11,91264.11,91264.11,0.00273,1731731882999,249.1510203,1,0.0,0.0,0
2024-11-16 04:38:01,91264.11,91264.12,91264.11,91264.11,0.28114,1731731881999,25657.9933003,9,0.14149,12912.9603388,0
2024-11-16 04:38:00,91264.11,91264.12,91264.11,91264.12,0.00133,1731731880999,121.3812774,2,0.00111,101.3031732,0
2024-11-16 04:37:59,91264.11,91264.11,91264.11,91264.11,0.00821,1731731879999,749.2783431,4,0.0,0.0,0
2024-11-16 04:37:58,91264.11,91264.11,91264.11,91264.11,0.0019,1731731878999,173.401809,1,0.0,0.0,0
2024-11-16 04:37:57,91264.12,91264.12,91264.11,91264.11,0.06496,1731731877999,5928.5165965,2,0.00109,99.4778908,0
2024-11-16 04:37:56,91264.11,91264.12,91264.11,91264.12,0.01228,1731731876999,1120.7233915,5,0.01207,1101.5579284,0
2024-11-16 04:37:55,91264.11,91264.11,91264.11,91264.11,0.00108,1731731875999,98.5652388,4,0.0,0.0,0
2024-11-16 04:37:54,91264.12,91264.12,91264.11,91264.12,0.01322,1731731874999,1206.5115394,3,0.00052,47.4573424,0
2024-11-16 04:37:53,91266.59,91266.59,91264.11,91264.11,0.02838,1731731873999,2590.0853842,79,0.00301,274.7050012,0
2024-11-16 04:37:52,91260.79,91270.01,91260.79,91266.59,0.69988,1731731872999,63873.72365,323,0.43994,40149.6040897,0
2024-11-16 04:37:51,91260.78,91260.79,91260.78,91260.78,0.15339,1731731871999,13998.491046,4,0.00018,16.4269422,0
2024-11-16 04:37:50,91260.79,91260.79,91260.78,91260.78,0.00732,1731731870999,668.0289805,2,0.00709,647.0390011,0
2024-11-16 04:37:49,91260.78,91260.78,91260.78,91260.78,0.00028,1731731869999,25.5530184,1,0.0,0.0,0
2024-11-16 04:37:48,91260.78,91260.79,91260.78,91260.79,0.03441,1731731868999,3140.2837684,12,0.03286,2998.8295594,0
2024-11-16 04:37:47,91260.79,91260.79,91260.78,91260.78,0.01524,1731731867999,1390.8142958,5,0.00086,78.4842794,0
2024-11-16 04:37:46,91260.78,91260.78,91260.78,91260.78,0.02519,1731731866999,2298.8590482,2,0.0,0.0,0
2024-11-16 04:37:45,91252.27,91260.79,91252.27,91260.79,0.39736,1731731865999,36260.4478405,184,0.36946,33714.2720785,0
2024-11-16 04:37:44,91245.5,91252.27,91245.49,91252.27,0.12598,1731731864999,11495.2629258,230,0.11822,10787.1979234,0
2024-11-16 04:37:43,91245.5,91245.5,91245.49,91245.5,0.00917,1731731863999,836.7211844,5,0.00411,375.019005,0
2024-11-16 04:37:42,91245.5,91245.5,91245.5,91245.5,0.00628,1731731862999,573.02174,1,0.00628,573.02174,0
2024-11-16 04:37:41,91245.49,91245.5,91245.49,91245.5,0.00347,1731731861999,316.6218666,4,0.00163,148.730165,0
2024-11-16 04:37:40,91245.49,91245.5,91245.49,91245.49,0.03852,1731731860999,3514.7762866,6,0.00118,107.66969,0
2024-11-16 04:37:39,91245.49,91245.49,91245.49,91245.49,0.00026,1731731859999,23.7238274,1,0.0,0.0,0
2024-11-16 04:37:38,91245.49,91245.49,91245.49,91245.49,0.00076,1731731858999,69.3465724,1,0.0,0.0,0
2024-11-16 04:37:37,91255.12,91255.12,91245.49,91245.5,0.07412,1731731857999,6763.4626932,270,0.00495,451.66552,0
2024-11-16 04:37:36,91255.37,91255.37,91255.12,91255.13,0.00968,1731731856999,883.3511846,37,0.0002,18.251026,0
2024-11-16 04:37:35,91258.92,91258.92,91255.37,91255.38,0.0628,1731731855999,5730.9203709,123,0.00107,97.6432566,0
2024-11-16 04:37:34,91258.92,91258.93,91258.92,91258.92,0.03584,1731731854999,3270.7196949,7,0.00021,19.1643753,0
2024-11-16 04:37:33,91258.92,91258.92,91258.92,91258.92,0.0113,1731731853999,1031.225796,2,0.0,0.0,0
2024-11-16 04:37:32,91256.0,91258.93,91256.0,91258.93,0.08511,1731731852999,7766.8070477,75,0.08129,7418.2091277,0
2024-11-16 04:37:31,91255.37,91256.01,91255.37,91256.01,0.09841,1731731851999,8980.477374,45,0.06252,5705.3221447,0
2024-11-16 04:37:30,91255.37,91255.38,91255.37,91255.37,3.01032,1731731850999,274707.8954184,20,3.0,273766.14,0
2024-11-16 04:37:29,91260.78,91260.78,91255.37,91255.37,0.69443,1731731849999,63374.1866267,126,0.0,0.0,0
2024-11-16 04:37:28,91260.79,91260.79,91260.79,91260.79,0.00021,1731731848999,19.1647659,1,0.00021,19.1647659,0
2024-11-16 04:37:27,91260.79,91260.79,91260.79,91260.79,0.00116,1731731847999,105.8625164,1,0.00116,105.8625164,0
2024-11-16 04:37:26,91260.78,91260.78,91260.78,91260.78,0.00048,1731731846999,43.8051744,2,0.0,0.0,0
2024-11-16 04:37:25,91260.79,91260.79,91260.79,91260.79,0.0,1731731845999,0.0,0,0.0,0.0,0
2024-11-16 04:37:24,91260.78,91260.79,91260.78,91260.79,0.00287,1731731844999,261.9184455,2,0.00069,62.9699451,0
2024-11-16 04:37:23,91260.78,91260.79,91260.78,91260.79,0.05694,1731731843999,5196.3888226,3,0.00094,85.7851426,0
2024-11-16 04:37:22,91260.78,91260.78,91260.78,91260.78,0.0066,1731731842999,602.321148,4,0.0,0.0,0
2024-11-16 04:37:21,91260.78,91260.79,91260.78,91260.79,0.05615,1731731841999,5124.2930575,11,0.02605,2377.3435795,0
2024-11-16 04:37:20,91260.78,91260.79,91260.78,91260.79,0.00021,1731731840999,19.1647646,2,8e-05,7.3008632,0
2024-11-16 04:37:19,91260.79,91260.79,91260.78,91260.78,0.00387,1731731839999,353.1792313,6,0.00127,115.9012033,0
2024-11-16 04:37:18,91260.79,91260.79,91260.78,91260.78,0.00441,1731731838999,402.4600744,6,0.00346,315.7623334,0
2024-11-16 04:37:17,91259.82,91260.78,91259.82,91260.78,0.0324,1731731837999,2956.8219655,80,0.0324,2956.8219655,0
2024-11-16 04:37:16,91259.82,91259.82,91259.81,91259.81,0.00073,1731731836999,66.6196648,2,0.00035,31.940937,0
2024-11-16 04:37:15,91259.81,91259.82,91259.81,91259.82,0.00113,1731731835999,103.1235949,4,0.00096,87.6094272,0
2024-11-16 04:37:14,91259.81,91259.82,91259.81,91259.81,0.00355,1731731834999,323.9723275,5,0.0002,18.251964,0
2024-11-16 04:37:13,91247.99,91259.81,91247.99,91259.81,0.38383,1731731833999,35024.3354236,188,0.34832,31784.1073605,0
2024-11-16 04:37:12,91247.99,91247.99,91247.99,91247.99,0.0084,1731731832999,766.483116,2,0.0,0.0,0
2024-11-16 04:37:11,91248.0,91248.0,91247.99,91247.99,0.00738,1731731831999,673.4101824,3,0.00162,147.82176,0
2024-11-16 04:37:10,91247.99,91248.0,91247.99,91248.0,0.01116,1731731830999,1018.3276643,3,0.00959,875.06832,0
2024-11-16 04:37:09,91248.0,91248.0,91247.99,91248.0,0.02913,1731731829999,2658.0542235,10,0.02748,2507.49504,0
